gen_name,bus_id,bus_name,lat,lon,capacity_mw,bus_voltage_kv,source,state
generator-314295-1876580362,314295,6BIRDNECK_314295,36.89155,-75.4916,12,230.0,EI_EIA2PF,VA
generator-314295-8442421476,314295,Colvin,36.907956,-75.349065,2640,25.0,EIA_MMWG_FUZZY,VA
generator-315616-1142099973,315616,AA1-038_C_315616,37.710827,-79.719598,78,0.69,EI_EIA2PF,VA
