gen_name,bus_id,bus_name,lat,lon,capacity_mw,bus_voltage_kv,source,state
generator-221497-2483383332,221497,W.LAKE-2_221497,39.185645,-76.923825,2,13.8,EIA_MMWG_FUZZY,MD
generator-221516-2652963433,221516,FERNDL-3_221516,39.16,-76.7,1.5,13.8,EIA_MMWG_FUZZY,MD
generator-221516-2665036729,221516,FERNDL-3_221516,39.182941,-76.705359,1.4,13.8,EIA_MMWG_FUZZY,MD
generator-221516-2640652280,221516,FERNDL-3_221516,39.189589,-76.743011,1,13.8,EIA_MMWG_FUZZY,MD
generator-221534-4500809440,221534,MEADOW-2_221534,39.3273,-76.781,2,13.8,EIA_MMWG_FUZZY,MD
generator-221630-3564792387,221630,GOLDRG-1_221630,39.299722,-76.494167,0.8,13.8,EIA_MMWG_FUZZY,MD
generator-221647-4839553917,221647,VIADCT-1_221647,39.2525,-76.735,1.6,13.8,EIA_MMWG_FUZZY,MD
generator-221647-6826880261,221647,VIADCT-1_221647,39.225752,-76.68808,1.5,13.8,EIA_MMWG_FUZZY,MD
generator-221685-9296336582,221685,WESTMN-4_221685,39.59902,-76.8526,6,13.8,EIA_MMWG_FUZZY,MD
generator-221694-3175938676,221694,JERCHO-2_221694,39.019083,-76.759479,1.3,13.8,EIA_MMWG_FUZZY,MD
generator-221793-2965648113,221793,HILNTN_221793,39.269522,-76.553511,1.8,13.8,EIA_MMWG_FUZZY,MD
generator-221793-9849778538,221793,HILNTN_221793,39.270749,-76.550534,1.5,13.8,EIA_MMWG_FUZZY,MD
generator-221793-8871754708,221793,HILNTN_221793,39.270749,-76.551326,1.5,13.8,EIA_MMWG_FUZZY,MD
generator-221793-6121668129,221793,HILNTN_221793,39.273131,-76.545994,1.5,13.8,EIA_MMWG_FUZZY,MD
generator-221836-9214788318,221836,FITZEL 115_221836,39.222576,-76.469011,1.3,115.0,EIA_MMWG_FUZZY,MD
generator-221836-2482737936,221836,FITZEL 115_221836,39.205804,-76.480453,2,115.0,EIA_MMWG_FUZZY,MD
generator-221836-5360498295,221836,FITZEL 115_221836,39.22355,-76.48349,1.6,115.0,EIA_MMWG_FUZZY,MD
generator-221836-5614782461,221836,FITZEL 115_221836,39.221979,-76.483169,3.8,115.0,EIA_MMWG_FUZZY,MD
generator-223941-7473081736,223941,QUINC033_223941,39.127,-77.216,4,230.0,EIA_MMWG_FUZZY,MD
generator-223941-5712110849,223941,QUINC033_223941,39.149037,-77.317948,1,230.0,EIA_MMWG_FUZZY,MD
generator-223941-2722645188,223941,QUINC033_223941,39.152794,-77.311359,1,230.0,EIA_MMWG_FUZZY,MD
generator-223954-7476645301,223954,MZION024_223954,39.187812,-77.119864,2,230.0,EIA_MMWG_FUZZY,MD
generator-223954-8452692740,223954,MZION024_223954,39.193672,-77.118718,2,230.0,EIA_MMWG_FUZZY,MD
